filename,chroma_stft_mean,rms_mean,spectral_centroid_mean,spectral_bandwidth_mean,rolloff_mean,zero_crossing_rate_mean,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,label
blues.00019.wav,0.257324815,0.097659752,1195.470376,1481.31888,2235.264725,0.058886039,123.046875,-236.6567535,138.409256,-4.912910938,47.62917328,5.184200764,8.876614571,0.513814926,-3.804673195,-14.98887062,10.41706848,-0.333638072,0.775984287,1.777318478,4.232987404,-0.467841685,-6.105214119,-5.390518665,-1.341213584,-3.723018885,-4.364776611,blues
blues.00020.wav,0.302611619,0.075474493,1390.301558,1911.31458,3006.171716,0.052586342,135.9991776,-230.3576508,127.078331,7.123446465,39.77489853,1.921049476,17.4117794,-5.619414806,8.249392509,-18.11688805,13.83506393,-3.76993227,2.572018385,-4.318346024,6.806375504,-6.167102337,-6.198749542,-4.500183582,-1.822338104,-0.517100096,1.509917974,blues
blues.00021.wav,0.321100384,0.10113208,1046.550011,1481.058089,1830.330592,0.047907452,99.38401442,-264.7225952,138.868454,11.19406223,48.50426102,14.93075657,20.58028412,3.2070086,1.248955846,-15.84645653,15.97845936,3.369132757,-1.510807037,1.905925274,6.328380108,-0.993391573,-2.41945219,-3.68021512,0.491500616,5.041453838,-0.776848793,blues
blues.00022.wav,0.306536794,0.113425851,1155.781221,1497.964259,2169.033056,0.058569959,95.703125,-233.9562531,136.1457062,3.324411392,48.92853165,8.715443611,13.96602154,5.366596699,0.39953953,-13.46985245,16.87771797,5.148091793,-2.249821663,3.947907209,5.316487312,0.810558856,-1.107080698,-4.556479931,-2.430784225,3.324835539,-0.602446556,blues
blues.00023.wav,0.280822664,0.102035165,1209.987863,1497.691564,2521.741261,0.05246701,184.5703125,-227.2253418,137.7880707,-14.49956799,63.56092834,5.617667675,11.958148,1.90796864,-1.889386773,-7.604216576,-2.473288059,-2.891010046,-9.433392525,-10.92921829,3.569475174,4.149799824,0.088809527,-2.985964775,-1.386169076,7.541377544,-3.035722733,blues
blues.00024.wav,0.263112217,0.08694727,1120.019467,1447.889899,2323.820648,0.047276048,103.359375,-274.3658142,130.4112549,-6.351286888,70.40298462,13.26972771,9.473775864,7.735329628,-1.234966397,-0.572390199,-2.303354263,3.77351594,0.075612076,-0.938971817,2.296225309,4.294117451,-1.661213994,-10.43942451,-6.793103218,-1.065777779,-1.583886147,blues
blues.00025.wav,0.290959746,0.089215219,1109.352784,1463.217702,2243.341758,0.051697391,92.28515625,-249.2845612,131.0046844,0.67143476,66.70393372,17.91480255,4.621685982,6.613105297,1.242521286,1.412567258,-1.589807868,-0.981921494,-3.575791121,-2.9269557,4.600675583,7.480606079,-0.187531441,-2.823468924,-2.675380707,0.740613997,-0.530982077,blues
blues.00026.wav,0.278378457,0.077110194,1198.459085,1573.500275,2477.275946,0.051972686,83.35433468,-284.8483887,108.7495499,9.129683495,51.25131226,18.12371635,7.632777214,8.775374413,2.365381718,0.019261148,2.236927509,4.190629005,-3.304581404,1.614048243,2.691864252,3.376127958,3.292786837,-4.524482727,0.496720344,5.921975136,3.214540243,blues
blues.00027.wav,0.288707316,0.095810153,1391.841952,1494.954575,2811.698414,0.072414413,92.28515625,-228.1670837,130.3396606,-23.310709,70.2002182,1.129326105,7.589113235,0.903395474,1.994443536,-6.158844471,-9.380717278,-2.563574791,-4.521847725,-0.26998648,0.170451313,-1.528730392,1.467687726,-6.980843544,-8.324485779,4.240888596,0.991738319,blues
blues.00028.wav,0.276155472,0.099666774,1115.728202,1399.096825,2290.646525,0.048019987,103.359375,-248.9622498,139.0317535,-16.24002457,57.11619186,20.19236183,10.16037273,4.576076031,0.337924153,-7.862824917,-3.470245361,-2.64882493,-2.842671156,-0.894775093,-2.413379908,2.570597172,-5.87100029,-12.41288757,-7.302001953,-0.923585296,-2.698578358,blues
blues.00029.wav,0.280356556,0.12473648,1648.835169,2189.985865,3759.892114,0.05289487,129.1992188,-233.7151031,101.1990204,17.65089989,23.74063492,2.079885244,25.9389019,-16.96904373,15.07957077,-22.27737808,4.385386467,-23.19758034,-6.036645889,-5.057098389,1.069037437,-5.778514385,-8.310134888,-11.38439274,-6.723499298,-10.01358223,-14.02612782,blues
blues.00030.wav,0.263193846,0.170062065,1379.189382,2004.210663,3016.513649,0.039366118,151.9990809,-206.9381104,117.7918396,23.26499176,28.30004501,-1.102283239,18.86718369,-21.97161102,17.84802437,-25.59023666,2.135104656,-17.77729797,-8.010591507,-17.62014198,-8.120075226,-8.628885269,-15.54049492,-15.33203888,-9.656509399,-10.08976841,-17.8268795,blues
blues.00031.wav,0.253553212,0.151517645,1330.715617,1973.410538,2898.788813,0.042947225,151.9990809,-221.8434906,110.8524246,18.63755035,30.92843056,3.29622817,22.58995628,-20.40655518,12.12296963,-26.33045769,-4.354130268,-26.38385391,-13.03219604,-12.65503693,-1.815843225,-7.259001255,-6.66098547,-14.68809223,-11.71344852,-11.02465153,-13.38985729,blues
blues.00032.wav,0.276244789,0.101321355,1309.382408,1883.042903,2763.186256,0.039388398,143.5546875,-288.7150879,105.9263611,18.8199501,23.67445946,5.700168133,25.55908585,-13.45049381,12.42951202,-11.96118641,1.589508176,-15.62306976,-6.638754845,-11.6857872,-2.935765982,-7.378426075,-15.69384384,-10.95729256,-10.87977982,-18.50195503,-19.11784363,blues
blues.00033.wav,0.260635287,0.133213505,1430.492433,2075.501263,3245.468387,0.041973683,151.9990809,-238.9512024,108.7054367,34.14584732,30.2111454,-0.502582312,27.29295731,-21.39948082,14.1718626,-24.51231194,-1.884265661,-28.05750084,-11.2557478,-16.46436119,-7.640693665,-12.78487206,-15.35246849,-13.74590015,-7.408485413,-10.07831573,-13.29093361,blues
blues.00034.wav,0.262363791,0.135935396,1537.098021,2157.363049,3602.42328,0.045702445,184.5703125,-217.154892,105.784462,15.60650921,25.25981903,-1.445765615,30.19951248,-17.71738434,17.31879807,-27.21879768,4.336658955,-20.06199455,-10.70078564,-14.23264122,-5.156591892,-3.481463432,-6.189352036,-15.32209492,-6.832313538,-9.825186729,-13.94066429,blues
blues.00035.wav,0.288384825,0.173378721,1506.872876,2096.692973,3404.186247,0.045419975,129.1992188,-171.7732697,120.2935791,15.34043121,21.10759163,-5.385007858,24.195364,-24.13754654,18.54475212,-22.34850121,1.319496036,-20.76322556,-4.981887817,-17.10808754,-7.879304886,-15.30016804,-9.343679428,-8.911592484,-8.512012482,-14.32995892,-19.92963409,blues
blues.00036.wav,0.233398125,0.197746828,1247.35503,1908.092152,2620.189467,0.036907341,151.9990809,-200.199295,116.3630829,18.04737091,25.26357079,0.310054719,24.17725182,-22.22351456,11.18353367,-26.84626389,-7.6373806,-24.85609627,-12.01226807,-17.01597595,-8.113071442,-11.95376778,-12.62181282,-14.19320107,-8.207758904,-15.01500607,-10.30684757,blues
blues.00037.wav,0.248634085,0.069188438,1188.308142,1682.835308,2339.291913,0.048163866,123.046875,-328.5606995,102.7285156,19.83658409,26.706007,7.145409107,22.72798157,-6.951726913,12.81698322,-10.7279129,-0.424693763,-12.37879562,-8.898337364,-9.208457947,-9.089532852,-8.994874001,-7.657883644,-7.211292267,-9.397146225,-4.475669384,-3.679434538,blues
blues.00038.wav,0.265888095,0.168083832,1514.100673,2141.012234,3451.915683,0.044373172,86.1328125,-192.6574554,111.1571198,21.36100578,26.39940453,-0.644347608,23.49151421,-25.46989441,16.92310333,-16.97565079,5.775643349,-25.73842239,-5.051983833,-17.62748909,-7.916775227,-15.1551199,-12.35613823,-17.23472786,-7.778677464,-13.03093624,-17.93117142,blues
blues.00039.wav,0.255245864,0.08586248,1151.008993,1709.083976,2311.446967,0.035320899,117.4538352,-301.7304993,111.5428772,21.9002285,16.15112114,8.200673103,22.08437347,-8.597672462,1.488774657,-17.0714016,-8.334584236,-17.00835991,-10.57377052,-15.67957592,-12.5944891,-12.25656891,-14.56031609,-10.10023594,-5.785847187,-7.768403053,-7.180643559,blues
blues.00040.wav,0.397995919,0.134891987,2272.439547,2356.806514,5108.21536,0.097643033,172.265625,-110.2479935,90.70293427,-2.525755882,74.05793762,-11.75332165,39.20773697,-13.16056252,20.54209328,-17.15308952,12.81263256,-21.43007469,5.952003956,-8.023324013,4.232331276,-16.48160744,6.544708729,-5.692046165,-3.643348932,-4.852753639,1.8532269,blues
blues.00041.wav,0.386867732,0.129165843,2390.3901,2463.308269,5403.435076,0.102260746,129.1992188,-107.1702652,88.4881897,-4.169412613,55.47771072,-8.013871193,38.41516113,-6.410025597,28.57266808,-19.82160759,13.23808956,-19.25309944,12.07236099,-4.578393936,3.786518097,-16.98638344,11.6206522,-7.359708786,-3.666060925,-7.176576614,1.975449443,blues
blues.00042.wav,0.377538472,0.111001283,2301.609667,2367.518781,5187.578454,0.09782392,89.10290948,-159.551651,69.79762268,-4.398991108,76.84658051,3.918826818,45.17317581,-4.855005741,32.20482635,-9.796014786,7.812651157,-21.82110405,9.690987587,-2.587712765,3.305578709,-14.96887875,10.23548126,-4.07841301,-5.850137234,-2.477926254,6.646699429,blues
blues.00043.wav,0.398920625,0.127385557,2155.879629,2372.127374,5011.574078,0.08717463,129.1992188,-109.1059952,100.6087723,-8.656534195,47.35041428,-6.558297634,39.6076355,-8.515619278,29.56554604,-16.58553505,13.163908,-24.2092514,6.576562881,-8.647177696,4.927415848,-15.43448925,1.533799767,-6.748965263,1.411346555,-3.969471931,3.283833027,blues
blues.00044.wav,0.390174925,0.136320919,2278.961252,2375.248703,5198.59486,0.092525332,135.9991776,-109.5125885,86.92136383,-8.594191551,64.48953247,-6.301508904,43.64348984,-8.29083252,28.54578209,-14.08267498,8.128630638,-21.48808479,11.08833885,-5.091685295,3.976496696,-12.86121368,12.33675575,0.020516898,-0.743093967,-5.130959511,3.297938347,blues
blues.00045.wav,0.429436803,0.148358434,1739.134033,2290.407132,4551.14157,0.04804831,129.1992188,-163.2167664,89.77884674,12.9762516,80.70230103,3.665379047,39.73873901,-5.406734943,26.49373436,-13.1699276,2.704878092,-20.55013847,6.01482296,-2.903660297,-0.428329051,-17.53912544,4.164019585,-5.987195969,-7.864173412,-8.569909096,1.854272246,blues
blues.00046.wav,0.387967497,0.102601632,1913.0116,2361.735333,4777.823081,0.058457802,123.046875,-182.573761,90.66755676,14.1245451,67.54922485,2.678699493,38.42982483,-8.410714149,24.12955093,-13.78995228,4.833089352,-16.68522835,5.817601681,-5.146696568,0.194266498,-14.48550224,6.864089966,-4.439797401,-2.986441374,-4.814492226,5.405974865,blues
blues.00047.wav,0.336420417,0.112259291,2013.011665,2310.140449,4848.826029,0.075323708,151.9990809,-149.9402771,93.65088654,6.355070114,71.50347137,-8.121531487,36.19116211,-9.775336266,17.64784241,-21.10751915,-0.139681816,-22.20190811,5.421946526,-7.45857954,-4.332862854,-12.39940548,9.62123394,-5.017019749,-3.706169128,2.344435692,4.160647392,blues
blues.00048.wav,0.379529446,0.123969108,2148.197609,2204.331845,4672.197141,0.098766873,123.046875,-106.3553543,102.6562958,-20.14608765,59.34887314,-9.948382378,33.68738937,-14.17132187,23.52147102,-13.31356144,15.99045658,-18.92352867,7.813086033,-7.785444736,4.038029194,-11.343647,2.060206175,-5.731268406,0.470282584,-1.90381062,-3.131631374,blues
blues.00049.wav,0.277575374,0.088586882,1318.191465,1904.547957,3044.883186,0.03996127,123.046875,-256.0166626,110.8558578,21.52578735,67.54189301,4.306011677,43.08662796,-4.494885921,10.41636276,-8.694551468,1.657418728,-20.58704948,-2.45185709,-7.119458675,-11.16533375,-12.61112976,2.726516247,-8.951503754,-7.939702511,-2.338612795,-0.705864847,blues
blues.00050.wav,0.400936037,0.182338178,1945.533108,2081.878472,4174.593628,0.0857906,135.9991776,-82.99971008,107.0858078,-25.33543968,57.10450363,0.085503578,34.68258286,-11.05512333,20.54316902,-11.19447899,14.81960583,-10.23333549,12.54601955,-9.753733635,2.564368486,-6.289512157,2.995332718,-8.715191841,-0.331206203,-2.982632637,0.702881992,blues
blues.00051.wav,0.393687665,0.196675554,1977.234251,1928.108818,3943.448931,0.106601653,99.38401442,-55.60753632,114.9316177,-37.03194427,64.88950348,-7.141715527,15.23793983,-16.23267555,18.63157463,-9.752266884,21.45428276,-5.648910999,12.78808403,-16.53047752,3.79291749,-7.900901318,8.470493317,-4.0714221,3.203313351,-5.184596062,-1.279899955,blues
blues.00052.wav,0.339007765,0.098882176,1443.810106,1670.850632,3070.713038,0.067187953,151.9990809,-225.2301331,117.6268845,-14.5393734,64.79603577,12.90866089,19.03742027,10.66617012,9.88666153,-2.396643162,11.68509102,1.541506648,3.065813303,-7.627123833,-8.954819679,-4.349342823,-0.062720299,-2.558914661,-3.445501804,-3.870722055,1.314719677,blues
blues.00053.wav,0.412444741,0.168343768,2171.445863,1954.49026,4237.319698,0.132815143,103.359375,-76.69792175,105.738205,-43.17215347,60.95426559,-8.75720787,21.22414398,-12.85576439,18.59625244,-11.39604759,14.53846741,-6.04813385,12.72272587,-9.365226746,1.348897338,-3.611276388,6.991539478,-4.057430267,-0.274337143,-3.698642015,-0.500586629,blues
blues.00054.wav,0.452745765,0.200946122,2030.657186,1987.383148,4063.388706,0.103398936,89.10290948,-57.91959763,108.9902878,-36.20756149,64.0455246,1.438841224,26.31160927,-17.47778893,20.42527008,-9.540505409,18.16972923,-6.060150146,13.86404896,-11.29108715,4.665491581,-6.394433022,3.218118191,-8.083707809,-1.724971771,-5.4291749,-2.57944417,blues
blues.00055.wav,0.432936549,0.157741651,2032.001859,1976.383235,4023.56144,0.113119245,135.9991776,-98.74343872,104.7936478,-35.09825134,60.70180893,-2.833249569,22.23449516,-7.831170082,19.03585052,-11.57360268,17.01851845,-5.376151562,12.20096874,-9.956364632,0.353347331,-4.268688202,6.133699417,-4.822604179,1.500581741,-1.493840575,3.509201765,blues
blues.00056.wav,0.391051024,0.137871146,1811.771254,2052.50625,3928.818677,0.075503085,161.4990234,-145.2809753,102.8066406,-12.52943134,57.00588608,2.262869358,26.58543587,-4.288537979,17.32852173,-7.993435383,15.22949886,-6.934699535,7.458768368,-10.46845245,-2.35956645,-6.785852432,2.668317795,-4.77039957,-0.952052057,0.02258506,-2.004561663,blues
blues.00057.wav,0.424385458,0.175975397,1886.954809,1913.25861,3828.288761,0.089939669,92.28515625,-92.70346069,115.3191071,-35.06798172,57.87724686,1.852394581,26.61256218,-14.53698063,22.13023949,-8.203339577,11.02090168,-5.64760685,7.277511597,-10.20589447,1.329571009,-4.103507519,0.975606918,-6.554968357,-0.68907851,-2.127221823,-1.508366823,blues
blues.00058.wav,0.356641978,0.16199261,2068.358476,2034.137241,4231.765698,0.104351708,107.6660156,-95.41721344,105.2208786,-26.9413662,60.80899429,-4.836374283,21.53418922,-13.50919342,12.12408638,-20.22907639,12.14218998,-5.225239754,10.26172066,-9.443687439,3.877393007,-10.17743874,3.584852934,-3.113155842,0.190685675,0.843123615,-3.417072296,blues
blues.00059.wav,0.405839235,0.169979274,2235.589429,2099.812076,4389.434375,0.142241653,107.6660156,-86.2371521,91.96127319,-23.41744614,68.26247406,-3.887736559,22.74716949,-9.899862289,16.89006615,-11.39186192,18.43148804,-7.011704445,10.76196957,-11.94613838,0.990866601,-5.927924156,5.319791317,-6.135270596,1.949597359,-5.09371376,-0.671630085,blues
blues.00060.wav,0.430807292,0.196307331,1946.33108,1979.911962,3955.531173,0.097422872,151.9990809,-67.73307037,111.7072906,-34.6386528,61.31437302,0.052635103,30.5569706,-12.6879034,21.15487862,-13.11931705,16.27711678,-6.327083588,12.30059528,-12.46825314,1.673646092,-5.137703896,4.643721104,-6.910592079,1.041209221,-4.727178574,-0.662126362,blues
blues.00061.wav,0.451938808,0.141725868,2503.945488,2180.550533,5077.372752,0.167533715,129.1992188,-82.50500488,94.15338898,-27.10146523,75.66220856,-27.51366997,35.57133484,-20.29078102,25.11094666,-15.36064529,11.34438419,-13.39338303,8.138589859,-8.497068405,8.291397095,-10.34419823,-3.467912436,-5.226762295,-2.588546753,-8.359232903,-6.98388958,blues
blues.00062.wav,0.311872631,0.10628482,2280.276472,2119.866002,4733.132942,0.117141806,112.3471467,-144.8915253,95.71115875,-21.6058445,49.61888504,-29.86956787,29.34591866,-18.84198189,17.88839531,-9.663156509,5.50820446,-9.547620773,6.353426456,-21.07959557,2.457561016,-9.535299301,-1.416738033,-9.312760353,5.151315689,-8.104987144,-2.437958002,blues
blues.00063.wav,0.330231369,0.096273497,2840.060761,2444.189468,5711.836175,0.154410543,92.28515625,-129.1265259,72.08249664,-7.753567219,49.24270248,-32.71528625,21.59511375,-27.36063194,14.99158478,-10.24905872,12.41981125,-17.02576447,7.111830235,-18.00603867,2.918356895,-14.47467709,4.065420628,-14.52149391,7.253452301,-8.207305908,-2.0070467,blues
blues.00064.wav,0.332650006,0.117432423,2553.361183,2280.26617,5148.3757,0.146832932,78.30255682,-85.10876465,88.79970551,-16.31286049,59.22676849,-35.97644806,14.38883972,-22.2947998,9.654230118,-14.81846046,11.17513371,-14.799716,8.472940445,-19.58527565,6.412784576,-13.77570057,6.113825798,-13.14797688,3.931493998,-7.612429142,3.752392769,blues
blues.00065.wav,0.292837381,0.10036324,2816.225739,2371.969414,5613.621121,0.146281963,107.6660156,-118.3265686,74.870224,-19.86534691,46.9524231,-32.54690552,23.82530403,-26.3499794,17.68398285,-13.81481075,11.93755341,-17.88491821,7.534260273,-22.89263344,4.76683569,-12.79070854,5.609002113,-14.72213936,6.685359478,-9.167725563,-2.237742662,blues
blues.00066.wav,0.374593168,0.110461079,2340.802465,2256.615102,4972.96253,0.121791618,161.4990234,-116.5712509,97.41709137,-13.87551403,48.96017456,-22.58349609,27.74841118,-20.23315239,18.63067627,-14.63075542,8.474961281,-16.63326836,11.01393509,-13.85932255,9.728479385,-5.101742268,2.633323908,-9.873257637,6.15032959,-7.687685966,-4.834907532,blues
blues.00067.wav,0.337905645,0.129110485,2258.009314,2175.940748,4754.59953,0.112705735,161.4990234,-95.42679596,101.3833771,-20.66685486,48.66681671,-30.24024773,20.80408478,-18.28576088,14.13288975,-12.79297829,13.43667507,-14.06697273,7.72664547,-19.21039963,2.85389781,-9.815371513,6.909789085,-11.29330444,8.941848755,-2.951057196,-0.973029733,blues
blues.00068.wav,0.289839417,0.103117295,2513.313017,2344.984735,5246.748965,0.135107384,161.4990234,-113.1752548,88.73220062,-8.929574013,49.48321915,-34.58989716,15.86061668,-17.7423172,14.71583462,-11.19793034,15.36988354,-15.07574177,8.75358963,-18.62874985,5.463402748,-9.274704933,8.016563416,-9.543595314,5.868114948,-4.403294086,3.624051809,blues
blues.00069.wav,0.292001307,0.116523109,2371.480544,2210.07045,5005.229028,0.125128773,78.30255682,-121.4489822,96.08054352,-19.58984184,48.03021622,-38.77530289,24.75970459,-32.93043137,8.09697628,-17.80805969,6.114920616,-19.98377228,6.802317619,-19.32695961,-0.1143272,-12.25440502,-4.928003788,-10.41423988,-2.043780804,-1.762690425,-3.96245265,blues
blues.00070.wav,0.322809219,0.106136858,2159.392,2130.224381,4684.529188,0.098347699,143.5546875,-133.015976,105.7344513,-22.1499958,41.83109665,-26.98457527,19.11587334,-26.56251526,19.23076248,-15.33800983,6.986510277,-10.80867195,6.796415806,-11.72524548,4.39389658,-6.02778244,1.961995602,-12.30911446,3.256354809,-8.804637909,-3.371866465,blues
blues.00071.wav,0.305175096,0.120559849,2428.928767,2286.71078,5064.932456,0.134641383,73.828125,-89.35488892,93.80039215,-14.56005001,54.38864136,-33.50299072,19.42390442,-19.76101112,13.03158569,-13.86151123,14.61530399,-14.96803856,10.59750366,-18.02216911,6.655317783,-10.20849609,6.537728786,-10.84848213,3.321701527,-6.186609745,3.005219221,blues
blues.00072.wav,0.306965828,0.103911869,2595.082325,2519.168822,5660.126511,0.129190609,103.359375,-118.6852264,87.61203766,6.561460972,45.0977478,-38.89034653,20.82712555,-26.84431267,13.80265141,-17.22498894,5.103334427,-15.70338821,3.984860659,-27.52312851,3.05747509,-15.94929314,10.86650944,-12.64642525,2.814976931,-13.34069252,-4.368555069,blues
